Start,20/7/1988,
48.7813,19.7656,42.0312
47.3125,17.3125,41
48.0313,17.5781,41.4062
45.5938,15.8281,38.75
45.4688,16.2344,37.8359
45.7188,15.3281,39.0937
46.0625,14.9063,38.75
44.75,14.7656,37.5937
45.2813,15.8281,37.1562
44.9922,15.4297,37.4687
46.2813,16.1406,38.5
45.9063,16.9844,38.0937
46.8438,16.7969,38.4687
46.875,16.5938,37.8125
47.4688,16.3906,37.8437
47.1563,16.6719,38.25
46.2813,16.9219,38.3437
45.5313,16.0078,36.0625
45.3438,18.2969,36.6719
44.0313,18.6406,35.4375
43.9375,18.3125,34.6875
43.1563,17.125,32.5625
46.125,18.7813,34.9687
46.5313,19.0313,35.8437
46.3438,18.4844,36.7187
46.2188,18.625,35.625
46.1875,18.7656,35.7187
45.4375,19.0938,34.7187
44.9375,19.4688,36.0937
46.2813,20.0313,38.7187
46.1875,19.4063,38
46.2813,20.0625,38.75
46,20.375,39.875
45.875,20.9063,40.7812
45.7813,22.0781,41.1875
44.9688,24.0938,41.0625
44.4375,22.4063,40.0312
43.5625,22.8594,39.5
44.8125,23.0625,39.7187
44.5938,22.6563,38.0937
43.5,22.3594,37.0312
43.6563,22.7969,38.2812
42.5,22.5625,37.375
42.4688,22.4063,39.25
43,23.1094,39.9375
44.9063,22.6563,40.25
44.8125,23.2031,39.5
45.8438,23.6719,41.0937
45.8438,23.6719,41.0937
45.5625,23.7656,40.125
45.0938,23.6406,39.4687
45.5234,24.4688,38.3437
46.5938,25.7656,38.1562
47.4063,27.5469,38.7812
48.0625,28.75,39.3437
47.7188,29,38.9375
46.5,29.4531,38.5937
45.875,27.5156,37.25
46.375,26.3125,36.625
46.9375,25.75,36.125
48.3125,24.75,37.0312
49.3438,23.7188,36.2187
54.2188,24.25,39.4687
56.8438,24.5781,40.125
57.625,25,41.0312
56.375,24.5,40.5312
57.9375,25.625,41.4375
58.7813,24.9844,41.25
58.7188,25.875,41.5625
58.7188,25.875,41.5625
59.5625,24.8281,42.5312
58.75,24.5469,41.5
58.9688,25.1719,41.9375
58.8125,25.0781,41.8437
58.375,25.7031,41.1562
58.2813,27.9844,43.5
56.3125,25.625,41.4687
56.9063,26,41.8125
55,23.75,39.375
55.7188,24.875,41
56.125,24.4375,42.875
54.6875,23.1875,44.8437
52.9063,21.7969,45.625
53.9063,24.1875,45.5312
56.125,25.1094,51.5312
56.125,25.1094,51.5312
57.6563,25.9844,51.0625
53.5,26.6406,50.0312
53,28.375,47.8125
51.875,27.8281,48.9687
50.625,26.5625,49.4062
51.4063,28.0625,50.7812
49.6875,27.5469,48.25
49.375,27.5,49.0625
49.125,25.4063,47
48.9375,25.9375,49.4687
51.4688,25.0625,50.7187
50.4063,24.7031,50.0312
51.8125,25.8281,52.0937
53.2813,27,52.375
53.3125,28.5156,53.9687
54.9688,28.7188,54.4062
52,28.1563,52.3125
53,28.375,53.8125
49.9688,27.1875,52.9375
49.8125,28.9531,54.9375
49.2813,29.75,56
48.8125,28.5313,53.5937
49.8125,28.7188,55
47.5313,27.8125,52.6875
47.5313,27.8125,52.6875
46.9063,28.4531,53.375
47.125,29.0625,54.5312
47.375,28.8008,57.125
45.6563,27.5938,56.6249
45.7813,28.3125,56.1875
44.6875,28.6563,56.5
45.4063,32.5781,57.9374
46.6875,30.5,57.875
48.0625,32,59.625
45.3125,31.4219,58.6875
46.4375,30.7188,57.875
47.7813,30.5,57.4687
50,30.5625,59.1875
50.5,31.4375,60.0937
49,30.3281,61.0625
47.5625,28.5625,58.9375
47.6875,29.0625,60.0937
47.6875,30.3906,62.5312
49.6875,31.25,64.9374
48.6875,30.75,67.4999
51.375,33.7344,69.2187
51.625,36.0468,72.0312
55.9375,35.3281,71.3125
55.8438,34.6719,69.5312
52.0313,34.8906,71.3437
52.1563,34.7812,67.8437
53.5938,33.9843,65.9375
51.6875,31.4375,63.5
53.125,33.9531,65.9687
45.4375,33.3281,65.3124
44.2813,31.8281,66.375
43.1875,32.5938,64.9374
43,31.2969,64.9062
44.5313,32.9375,68.4062
43.0313,31.25,65.5624
41.9375,29.8594,65.3749
39.6875,27.3125,60.9375
39.625,28.4531,60.5624
37.0625,27.9688,55.25
37.9375,30.9688,61.5
40.2813,31.7188,64.4999
39.3438,30.2813,59.5312
39.4688,29.7188,57.6874
39.4688,29.7188,57.6874
33.3125,30.125,58.0625
34.6875,32.0781,62.4999
34,30.3281,60.4062
34.9063,31.6875,62.6562
34.875,31.0156,63.4062
36.7188,31.0781,63.5625
34.9375,29.4688,60.5937
35.2813,28.7656,59.5312
35.2188,27.6719,59.7812
35.5625,28.2813,61.6875
34.9063,27.5313,58.8124
33.9063,26.3594,58.4687
33.0938,24.8281,53.0312
33.9375,25.7031,57.7812
34.4063,26.9063,57.4999
34.6875,25.25,59.0625
34.75,26.4219,60.9375
33.8438,25.3438,61.5937
33.0938,25.1875,61.9687
32.5313,23.5,58.9375
32.0938,22.4844,59.1875
31.5938,21.4531,54.9375
32.7813,21.9219,58.6875
30.75,21.8164,57.5937
30.7188,21.5938,58.7812
30.7188,21.5938,58.7812
31.6875,21.8906,62.875
31.2813,21,62.3437
32.2813,22.2813,64.8437
33.1563,23.1406,67.0937
33.4375,22.8281,66.2812
34.8125,23.2188,64.7812
35.25,24.1406,64.4687
34.4063,23.7031,63.0937
34.4063,23.9375,63.5312
33.4375,22.7969,62.5312
33.9375,23.625,65.7499
35.25,22.6094,63.2187
36.1875,23.0938,64.125
36.2813,22.7969,63.0312
36.8438,24.1563,68.25
37.4688,25.3125,69.1562
40.3438,27.8125,69.4999
39.9375,26.875,67.0312
38.8438,25.8438,67.1875
39.75,27.0625,67.0937
39.4063,25.875,65.6875
39.4688,27.2188,66.1874
38.5938,25.625,65.875
40,26.1875,66.8437
40,26.6563,68.4374
40,26.6563,68.4374
39.25,25.8125,65.8124
40.4688,25.9063,68.3125
41,27.2188,69.6562
39.7188,28.5625,68.9062
39.5625,28.4688,69.4062
40.1563,29.4375,70.5937
39.9688,28.25,71.5937
39.4688,28.8438,73.3437
39.0938,29.1563,73.1562
39.25,28.625,71.4999
36.5625,26.3438,69.0624
37.4063,27.5625,71.3437
36.1563,26.7813,69.0937
35.2813,24.3438,69
34.5,25.0313,70.4375
33.9063,25.0313,69.4999
34.6875,26,68.5
34.8438,24.1563,64.5625
34.9063,25.4063,66.75
34.3438,24.6563,64.625
34.6875,23.625,63.3125
35.125,24,65.0625
34.5625,23.6875,62.5625
35,23.9688,62.9375
37.0625,23.375,61.625
37.125,23.75,63.5625
36.3125,23.7813,62
36.2188,23.8438,63.8125
36.0938,23.5313,66.9375
35.8125,23.3438,67.875
35.5,24.25,68.0625
35.7813,25.7188,70.0625
35.5,25,70.5625
35.3125,25.25,72.0625
35.625,25.8438,72.125
35.375,27.1563,74.625
35.5625,28.0547,74.25
35.3125,28.4063,72.9375
35.6563,29.0313,73.875
35.4688,29.5938,74.0625
35,29.75,73.5
34.9063,30.4688,74.875
35.0938,31.7188,73.9375
35.0938,31.7188,73.9375
35.0625,31.2188,69.25
34.7188,29.2188,65.7031
35.0313,31,67.4375
34.6563,29.4375,65.375
34.4063,29.2188,64.6875
34.0625,28.875,64.9375
34.125,29,61.25
32.9063,28.4297,59.625
32.0938,27.6172,57.5156
31.5,30.3281,55.8125
32.5,29.9688,60.375
32.125,30.5234,63.0625
32.0938,28.3438,61.4844
31.625,26.0938,47.9375
30.625,26.75,45.375
31.3438,25.7188,43.3125
30.3125,24.465,43.875
30.6563,26.75,44.4375
30.1563,12.875,41.5625
29.5625,12.125,40.125
28.2813,11.1563,40.3125
27.7188,11.8125,42
27.6875,11.0313,41
27.7813,11.0938,39.9375
27.0938,10.875,39.0625
27.2813,10.4375,37.5625
27.875,9.8125,35.375
27.1875,10,37.125
26.875,11.0313,40.375
25.1875,10.75,35.6875
25.2188,10.0625,36.1875
25.875,10.0625,38.1875
30.9375,9.4688,41.9375
32.5938,9.75,43.0625
31.0625,10.1875,43.3125
30.75,9.4375,42
30.625,9.25,41.3125
32.2188,9.25,44.6875
33.8438,9.2813,46.375
34.5313,9.6563,45
34.4375,9.7813,45
34.8125,10.25,44.875
35.1563,11.1563,46.6875
34.125,11.125,45.9375
34.75,10.7188,46.5625
35.25,10.6563,46.1875
34.7188,10.0313,42.6875
35.4375,10.0938,41.375
33.6875,9.5313,37
33.2188,9.6875,38.1875
34.4063,10.125,40.9375
35.0313,9.9375,41.5
34.4688,9.5,40
34.5313,9.25,41.5
33.5938,9.4688,41.125
33.875,9.4063,42.625
34.125,9.25,41.1875
34.125,9.25,41.1875
34.9688,9.6563,43.9375
35.3438,9.3438,43.9375
33.5,9.0156,42.0313
32.5313,8.7813,42.75
28.6875,8.25,38.0625
28.3125,8.5313,34.125
28.2188,8.3438,32.9375
29.9375,8.5,36
28.3438,7.1563,31.75
26.5625,7.1563,32.3125
27.2187,7.5313,34
29.0313,7.5938,37.4375
29.1875,7.6875,36.5
28.625,7.5,35.5
27.75,7.2188,35.125
24.5938,7.0313,32.4375
23.9063,7.125,33.25
22.4062,7,33.4375
20.75,7.1875,31.9375
21.7187,7.0313,33.125
23.2188,7.5,32.9375
23.2188,7.5,32.9375
23.4375,7.3438,32.875
23.2188,7.4063,32.5625
22.2812,7.4063,30.9375
21.6875,7.4375,30.0625
21.6875,7.4375,30.0625
21.6875,7.4375,31.0625
23.9688,8.1875,34.2344
24.2188,8.5313,33.7969
24.5625,8.1875,32.0625
24.4687,8.2813,31.9375
25.9063,8.5938,32.25
26.4375,8.2813,33
27.5,9,33.375
26.75,8.5938,32.125
26.75,8.5938,32.125
26.2813,8.5625,31.375
26.4687,8.4063,30.5
27.75,9.3438,32.1875
30.5,9.75,33.5625
30.0625,9.625,33.375
30.2813,10.25,35.375
31.4688,10.25,36.25
30.9063,9.9688,34.5
32,9.7813,35.875
32.25,10.8438,37.0625
31.6875,10.875,37
30.5313,10.8125,37
31.1875,10.5625,37.8125
30.4063,10.3125,35.6875
30.9688,10.0938,34.6875
31.2813,10.5625,35.4375
32.3438,10.375,34.9375
31.125,10.375,34.625
29.5625,9.5625,33.5
29.375,9.8438,34.5625
29.0938,9.5625,32.4375
29.1875,9.75,34.125
29.4063,10.0313,35.8125
28.6563,9.5,34.375
28.6563,9.5,34.375
27.9375,9.1563,31.4375
28.125,9.4375,30.75
27.5938,9.4063,30
28.375,9.4063,29.9375
29.7813,9.75,29.5
29.6875,9.6875,29
29.5,9.125,28.5625
29.6797,9.375,29.125
28.3438,9.625,29.3125
28.7188,10.1875,30.375
29.7188,10.75,31.5
30.3438,10.625,32.9375
29.625,10.4063,33.25
28.3438,10.125,29.4375
25.9688,9.3125,27.75
27.0938,9.7813,29.375
27,10.2188,29.0625
26.8438,9.8438,28.5
27.2813,9.8125,27.875
27.1562,10.2813,27.0625
26.3438,9.8438,24.625
25.0313,10.0625,25.5625
27,10.8125,28.6875
28.2813,11.5,28.8125
28.0313,10.89,28.3125
29.125,11.435,29.375
27.7813,11.085,26.9375
27.6875,11.265,26.5625
27.3438,11.035,26.3125
27.9062,10.795,25.7969
26.6875,10.12,25
25.9688,9.75,22.625
28.375,10.435,25.625
28.0938,10.295,23.625
28.575,10.27,23.2
29.84,11.02,24.77
30.02,10.9,27.52
31.09,11.21,28.12
31.09,11.21,28.12
30.395,10.72,26.3
30.74,10.2,26.04
32.715,11.395,31.28
34.02,12.86,32.49
34.5,12.52,32.43
34.125,12.125,30.32
33.775,12.015,29.14
34.845,12.36,29.03
34.565,12.345,28.64
33.56,13.1,30.18
33.875,12.745,30.91
35.085,12.965,31.18
34.88,13.295,31.94
34.265,12.48,30.4002
35.375,12.875,30.88
35.69,12.48,31.16
36.03,12.285,31.48
35.2,11.99,29.93
35,11.5,29.01
34.7,11.425,27.94
34.36,11.645,27.41
34.135,11.59,27.2
34.58,12.0501,28.36
34.0849,11.775,28.6
34.045,11.765,28.76
34.395,11.78,29.9
35.155,11.75,29.53
34.85,11.615,28.8
35.86,11.6,29.21
35.455,11.38,29.1
35.455,11.38,29.1
35.17,10.735,27.85
34.595,9.89,26.6
34.59,9.975,27.01
35.17,10.445,28.74
35.39,10.33,28.5
36.3,10.47,29.73
36.18,10.365,29.82
36.84,10.83,31.14
36.595,10.66,30.67
36.06,10.02,30.33
36.04,10.155,30.13
35.345,10.235,29.06
34.45,9.94,27.61
34.01,10.22,27.68
33.44,10.165,27.55
33.66,10.095,26.67
34.705,10.835,27.49
34.92,11.245,27.27
34.415,11.13,27.51
34.425,11.995,28.58
35.07,11.875,28.97
35.57,11.67,28.65
36.37,11.77,29.64
36.5,11.625,29.25
35.3,11.95,30.06
35.235,11.92,30.46
35.235,11.92,30.46
34.255,11.595,29.84
33.03,11.015,28.43
32.845,11.35,28.9
32.24,10.57,27.79
33.25,11.27,28.06
35.8,12.18,30.1
35.67,12.425,30.19
35.59,11.98,29.13
35.91,12.55,29.9
35.285,10.395,28.89
36.285,9.98,29.96
34.59,9.99,29.93
33.545,9.77,29
33.16,9.545,28.88
33.74,9.235,29.42
33.295,9.295,29.78
32.735,9.48,29.22
32.9,9.465,29.04
33.095,9.395,29.81
33.235,9.53,30.75
33.725,9.91,32.11
33.445,9.75,31.68
33.065,9.565,30.28
33.175,9.625,30.62
32.43,9.45,29.61
32.505,9.525,29.65
32.76,9.51,29.95
32.915,9.545,30.56
32.345,9.365,30.35
31.6,9.22,29.78
32.31,9.325,30.16
30.94,9.035,28.07
31.35,9.06,28.2
30.39,8.96,27.07
30.33,9.105,27.96
29.56,8.905,27.67
31.025,9.285,29.08
31.155,9.46,29.15
30.37,9.2,28.51
30.125,8.915,28.1
28.47,8.915,27.13
28.525,9.275,27.96
28.525,9.275,27.96
28.05,9.125,26.85
28.87,9.275,27.47
28.01,8.86,26.1
27.7,8.64,25.89
28.79,8.685,26.07
28.79,8.685,26.07
28.79,8.685,26.07
28.79,8.685,26.07
28.79,8.685,26.07
26.455,8.495,23.59
27.16,8.14,23.47
26.935,8.51,22.28
25.38,7.84,20.67
24.855,7.865,19.3
26.005,8.225,21.31
25.65,7.77,21.68
25.135,7.575,20.9
24.98,7.755,20.55
25.585,7.755,20.44
25.895,7.77,20.01
26.525,7.525,19.54
28.115,7.49,21.23
28.22,7.94,21.55
28.86,8.07,21.96
29.02,8.1,22.24
27.28,8,21.45
27.755,8.41,23.06
28.16,8.87,24.51
28.19,9.005,25.02
29.03,8.995,24.38
29.225,9.005,24.96
28.015,8.495,24.57
28.375,9,24.05
28.95,9.15,24.15
30.08,9.51,25.3
30.215,9.07,25
30.66,9.475,25.48
31.28,9.595,26.1
31.1,9.335,25.86
29.82,8.815,24.18
29.44,8.8,23.54
29.075,8.78,24.42
30.92,9.295,25.94
30.7,9.285,26.3
31.635,9.535,26.96
32.39,9.785,28.25
32.125,9.795,28.29
32.21,9.355,28.28
32.605,9.355,27.88
32.895,9.375,28.38
33.95,9.685,30.05
32.975,9.805,31.32
33.06,9.725,30.78
32.875,9.485,30.63
33.27,10,30.99
32.7,9.765,29.95
32.025,9.84,30.81
32.025,9.84,30.81
32.36,9.92,31.06
32.57,10.685,31.87
31.87,10.5,32.31
31.4,10.265,31.76
32.42,10.21,32.32
32.105,10.65,32.66
32.385,10.525,32.04
33,11.2,32.86
34.05,11.88,34.61
34.325,11.39,34.16
33.915,11.27,33.24
33.53,11.27,32.95
33.66,10.89,33.19
33.975,10.745,34.08
33.135,10.5,32.57
33.72,10.195,33.27
34.49,10.31,33.97
34.635,10.505,33.81
34.745,10.81,33.05
33.38,10.335,31.98
33.77,10.5,32.41
33.635,10.68,32.02
33.635,10.68,32.02
33.84,10.745,32.29
33.925,11.035,32.67
33.935,11.215,32.24
33.125,10.95,31.45
33.125,10.95,31.45
33.52,11.65,33
34.615,11.79,35.52
34.45,11.845,35.79
34.28,11.45,35.27
34.69,11.305,35.58
34.355,10.825,35.36
34.64,10.615,34.65
34.305,10.525,34.55
34.235,10.575,34.84
34.775,10.85,34.68
33.935,10.39,33.71
34.93,11.24,34.53
33.05,11.085,33.48
33.05,11.085,33.48
32.23,10.91,31.7
31.87,11.51,32.45
32.3,11.605,33.2
31.9,11.625,33.68
31.91,11.635,33.92
31.16,11.535,32.68
31.425,12.045,33.86
31.855,12.36,35.04
31.33,12.205,34.67
30.56,12.675,33.98
30.575,12.725,33.8
30.2,12.335,32.92
29.9,12.15,32.31
30.325,12.015,32.52
30.565,12.49,33.57
30.07,12.355,32.97
30.91,12.505,33.38
30.84,12.3,33.34
30.115,11.95,32.29
30.115,11.95,32.29
29.465,11.31,31.34
29.95,11.565,31.44
29.025,10.75,29.48
28.995,11.37,29.53
29.54,11.905,31.02
29.275,11.835,30.02
29.195,10.98,29.89
29.17,10.85,28.55
30.685,11.725,30.98
31.65,12.145,31.85
31.54,11.765,32.7
31.815,12.035,32.96
31.36,12.19,32.98
31.975,12.33,34.17
32.17,12.53,33.42
31.27,12.36,32.99
31.05,12.245,31.34
30.61,12.215,30.97
31.245,12.475,31.74
31.07,12.37,31.62
31.115,12.425,31.72
30.05,12.46,30.53
30.68,12.135,31.4
30.225,12.045,30.59
29.615,11.675,30
29.54,11.73,30.77
29.72,11.735,30.41
30.155,11.835,30.41
30.155,11.835,30.41
30.19,12.23,31.17
28.65,12.035,30.03
28.165,11.875,29.87
28.225,12.45,30.59
27.935,12.37,30.05
28.61,12.28,29.93
27.435,12.05,28.46
28.15,12.33,29.26
27.395,12.43,28.94
27.965,12.53,28.39
27.845,12.5,28.11
28.905,12.87,29.51
28.315,13.055,30.64
28.185,12.705,30.45
28.6,12.49,30.1
27.795,12.265,30.06
26.995,12.125,29.54
26.51,11.885,28.91
26.865,12.06,29.09
25.75,11.505,28.12
26.12,11.98,28.04
26.13,12.135,28.61
26.375,11.99,28.63
25.605,11.845,27.87
24.78,11.755,26.56
24.31,11.325,25.78
24.735,11.235,26.15
27.485,12.185,28.98
26.06,12.095,28.24
25.025,11.66,27.01
26.345,11.97,28.52
27.44,12.805,30.15
27.375,12.64,30.24
27.87,12.605,30.77
28.015,12.505,31.2
27.005,12.37,30.19
26.095,11.73,29.07
26.845,12.16,29.59
27.41,12.59,29.39
26.63,12.075,28.66
26.63,12.075,28.66
26.16,11.99,28.35
26.025,11.99,27.27
26.32,12.1,27.42
25.455,11.65,27.62
24.71,11.455,26.62
24.99,11.39,27.5
25.83,11.36,28.18
25.95,11.08,27
25.99,10.7,22
26.41,10.74,21.07
26.285,10.23,20.22
27.77,10.045,21.58
27.11,9.77,21.11
27.625,10.05,21.28
27.84,10.27,22.56
27.995,10.075,22.02
27.18,8.56,20.09
27.05,8.555,19.24
26.14,8.425,18.73
27.08,8.635,19.33
26.475,8.57,18.32
27.065,8.275,18.61
27.46,8.53,18.65
27.35,8.86,18.27
26.33,8.53,17.54
25.72,8.47,16.57
26.235,8.775,17.75
26.235,8.775,17.75
27.425,9.37,19.54
26.46,9.005,18.5
26.605,8.765,17.96
26.12,8.66,16.81
26.455,9.15,18.25
25.93,8.75,17.99
25.9,9.115,19.12
25.625,8.93,18.36
26,7.815,19.44
25.555,7.495,19.19
24.78,7.48,18.65
23.155,7.46,18.26
21.505,7.235,17.81
23.115,7.6,18.7
21.415,7.18,17.48
22.675,7.17,17.81
24.125,7.51,18.89
24.05,7.715,18.97
23.99,7.63,18.79
22.875,7.4,17.56
22.205,7.225,16.71
21.995,6.995,15.88
22.835,7.37,17.13
23.545,7.516,17.72
24.455,7.65,18.38
24.06,7.5,17.86
24.235,7.495,17.53
23.525,7.295,16.7
24.855,7.585,18.29
24.885,7.805,18.61
25,7.905,18.75
26,7.99,19.46
25.52,7.955,18.97
26.14,8.06,19.59
26.615,7.985,19.15
26.11,7.865,17.96
26.05,7.765,18.13
25.42,7.425,17.18
24.69,7.35,16.84
25.29,7.35,17.14
24.54,7.375,16.67
24.54,7.375,16.67
23.51,7.025,15.86
24.105,7.24,16.11
22.955,7.09,15.11
23.91,7.19,16.22
24.35,7.185,16.08
24.895,7.165,16.47
24.29,7.145,16.62
23.575,7.07,15.7
23.955,7.085,16.03
23.89,7.25,15.7
23.645,7.4,15.57
23.875,7.51,15.28
23.6,7.29,14.98
23.73,7.435,14.9
22.615,7.425,14.132
22.82,7.32,14.34
23.255,7.465,15.2
23.1,7.35,15.15
22.625,7.36,14.62
21.87,7.25,13.89
23.115,7.255,14.67
22.805,7.085,14.3
22.355,7.15,13.84
21.885,7.015,13.71
22.025,6.885,13.82
22.495,6.844,13.22
21.995,6.7995,13.46
23.19,7.0595,14.18
24.435,7.255,15.22
24.645,7.385,15.1
26.145,7.58,16.52
25.205,7.28,13.54
25.3855,7.055,14.23
26.575,7.17,14.46
26.255,7.28,15.45
25.835,7.35,15.12
26.6,7.44,16.16
25.615,7.345,15.63
26.34,7.71,16.59
25.975,7.805,16.81
26.035,7.72,16.4
26.555,7.99,16.99
26.735,8.035,17.3
26.5,8.18,18.3
28.05,8.445,18.77
28.34,8.45,18.35
28.515,8.61,19.15
28.005,8,18.44
27.55,7.92,18.15
26.93,7.58,17.34
27.255,7.82,17.79
27.68,7.795,18.12
28.495,8.15,19.21
28.345,7.975,18.8
27.925,7.825,18.55
27.415,7.635,18.15
28.31,7.765,19.15
28.92,8.175,20.21
29.11,8.005,20.05
29.115,7.985,20.48
28.45,7.705,20.2
29.04,7.86,20.9
29.04,7.86,20.9
28.84,7.75,20.88
28.845,7.59,21.05
28.355,7.58,20.31
28.27,7.485,19.74
27.67,7.315,18.96
27.735,7.475,18.71
26.765,7.375,17.68
27.005,7.64,18.13
27.33,7.745,18.16
27.085,7.595,18.19
26.25,7.395,17.58
27.24,7.425,18.22
27.18,7.54,17.89
26.765,7.285,17.13
26.555,7.1,17
26.52,7.07,17.01
27,7.245,17.21
26.9105,7.18,16.78
26.9105,7.18,16.78
26.695,7.2,16.69
26.485,7.03,16.4
26.375,7.035,15.76
25.85,7.165,15.57
25.85,7.165,15.57
26.86,7.4,16.69
26.895,7.45,16.54
27.385,7.45,17.18
27.9,7.425,17.36
27.12,7.275,16.68
27.905,7.34,17.06
27.96,7.36,17.42
28.195,7.315,17.38
28.485,7.305,17.79
28.135,7.215,17.35
27.675,7.31,17.2
25.73,7.05,16.34
25.73,7.05,16.34
25.665,7.01,16.29
25.5,6.94,16.25
26.14,7.085,16.67
24.925,6.9,15.85
24.585,7.065,15.88
24.41,7.29,16.03
24.955,7.465,16.66
24.12,7.16,15.79
23.73,7.18,15.7
24.28,7.33,15.77
23.66,7.3,15.64
23.48,7.225,15.58
23.71,7.215,15.38
23.29,7.075,15.05
23.69,7.175,15.27
23.22,7.175,15.34
23.22,7.195,15.15
23.495,7.27,15.53
24.15,7.335,16.15
24.15,7.335,16.15
24.96,7.635,16.71
24.53,7.425,16.8
24.15,7.385,17.02
24.61,7.5,16.78
24.07,7.37,16.54
24.19,7.51,16.73
23.6,7.25,16.24
23.58,7.43,16.7
23.7,7.505,17.26
23.54,7.325,16.66
23.07,7.28,16.62
23.44,7.31,16.98
23.27,7.28,16.7
23.56,7.265,16.01
22.95,7.185,15.9
22.79,7.115,15.85
23.39,7.11,16.2
24.67,7.36,17.35
24.86,7.39,17.17
25.93,7.505,18.06
26.04,7.5,18.25
26.32,7.475,17.98
26.25,7.455,18.27
26.57,7.5,18.9
25.29,7.185,17.83
25.49,7.275,18.04
25.25,7.205,17.89
25.04,7.245,17.58
24.67,7.285,17.22
24.21,7.07,16.28
24.35,7.08,16.42
25.72,7.3,17.52
25.73,7.23,17.57
25.09,7.205,17.05
25.171,7.245,17.35
25.58,7.225,17.1
24.57,7.095,16.68
24.59,7.185,16.88
24.2,6.6,16.76
24.75,6.79,17.16
24.61,6.695,17.13
24.91,6.62,18.16
25.5,6.56,18.66
25.5,6.56,18.66
25.21,6.57,18.65
25.74,6.755,19
25.72,6.79,19.48
25.49,6.72,18.95
25.21,6.675,18.28
25.74,6.93,18.75
25.809,7.03,18.92
25.56,7.11,18.37
25.71,7.18,18.55
26.13,7.225,19.05
25.86,8.045,19.02
26.38,8.75,19.54
25.99,8.825,19.16
25.75,9,18.87
26.35,9.15,19.58
26.21,9.28,19.99
25.99,9.335,19.82
25.63,9.275,19.66
25.79,9.365,20
25.57,9.4,19.5
24.8,9.05,18.67
24.63,8.895,18.66
24.03,8.925,18.84
24.16,9.12,18.77
24.22,9.16,18.81
24.22,9.16,18.81
24.79,9.44,19.78
24.41,9.14,19.74
24.4,9.05,20.83
24.61,8.975,20.82
24.639,8.725,20.38
24.88,8.655,21.1
24.87,8.8,21.381
24.09,8.82,21.84
23.67,8.575,21.76
23.75,8.395,21.67
24.68,8.59,21.969
24.88,8.725,21.89
24.99,8.885,22.14
24.65,8.71,21.359
25.39,9.135,21.87
25.959,9.095,21.45
26.07,9.56,21.751
26.07,9.57,21.12
26.33,9.6,20.67
25.78,9.53,20.36
25.7,9.39,20.45
25.26,9.545,20.04
25.75,9.645,20.63
25.63,9.365,20.57
25.64,9.53,20.81
26.15,9.545,21.41
26.88,9.635,22.21
26.45,9.565,21.73
26.45,9.565,21.73
27.42,9.935,22.909
27.7,10.2,23.15
27.47,9.945,23.48
26.91,9.79,22.91
27.309,9.925,23.337
27.4,9.95,24.02
27.27,9.805,24.1
27.52,9.935,25.31
26.69,10.45,24.93
26.89,10.4295,24.66
26.04,10.305,24.06
26.38,10.4,24.42
26.45,10.395,24.81
26,10.255,23.97
26.89,10.77,24.91
26.61,10.495,24.76
26.47,10.36,24.9
26.23,10.14,24.49
26.41,10.54,24.89
26.17,10.365,25.02
26.18,10.605,25.13
25.66,10.19,24.27
25.65,9.815,24.14
25.71,9.965,23.99
25.58,9.82,23.58
25.61,9.83,23.9
25.73,9.85,24.37
25.6,10.09,24.71
25.63,9.985,25.14
25.54,9.855,25.05
25.7,10.17,26.19
26.62,10.16,26.47
26.45,10.505,26.36
26.24,10.84,26.39
26.22,10.44,27.39
26.5,10.43,27.24
26.57,10.525,27.71
26.42,10.74,28.02
26.51,11.095,28.3
26.52,11.305,28.59
26.52,11.305,28.59
27.26,11.425,28.74
28.3,11.475,28.22
28.43,11.415,28.6
28.38,11.25,28.71
28.84,11.37,29.18
28.37,11.185,28.79
27.55,11.09,27.66
27.84,11.28,28.03
28.34,11.55,28.34
28.36,11.105,27.99
28.9,11.18,28.91
28.5,11.06,28.88
29.5,11.44,29.16
29.96,11.29,29.17
29.07,11.04,28.52
29.6,11.215,28.939
28.46,10.66,27.78
28.24,10.215,27.45
28.19,10.345,27.27
28.83,10.65,28.37
27.8,10.36,27.52
28.52,10.395,28.63
28.5,10.285,28.62
29.08,10.845,29.61
29.19,11.145,29.56
29.14,11.61,29.95
28.82,11.53,29.67
28.94,11.725,29.77
28.91,11.84,30.43
28.78,12.175,30.8
28.68,12.275,31.08
29.07,12.41,31.76
29.23,11.625,32.23
28.93,11.375,31.66
29.35,11.61,32.16
29.353,11.59,32.122
28.89,11.38,31.52
28.91,11.495,31.22
26.61,11.3,31.08
26.91,11.3,31.42
27.2,11.86,32.67
26.74,11.845,32.8
26.12,11.545,32.89
26.14,11.445,32.95
26.68,11.575,34.04
26.07,11.455,33.68
26.1,11.515,33.74
26.23,11.56,34.12
26.1,11.25,33.87
26.001,10.95,33.39
25.8,10.77,33.41
25.98,11.165,34.1
25.69,11.21,33.78
25.5,10.73,32.8
25.15,10.565,32.23
25.15,10.205,31.84
25.35,10.2099,32.52
25.1,10.1875,31.83
25.11,10.14,32.32
25.73,10.575,33.46
25.4,10.34,33.07
25.45,10.36,33.35
25.45,10.36,33.35
25.71,10.455,33.54
25.84,10.855,34.04
25.66,10.77,33.85
25.67,10.515,33.34
26.2,10.575,33.54
25.98,10.425,32.1
26.24,10.525,31.64
26.38,10.225,30.25
26.59,10.19,30.42
26.61,10.605,30.91
